source,target,weight,src_ts,dst_ts,is_older_to_newer,is_newer_to_older
Emergent_ambiguity_attention_6ee88b,Emergent_abstraction_analogy_a89166,0.8907440930054678,120009.62,120022.58,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_abstraction_boundary_8e3ad5,0.8907440929742652,120009.62,120036.1,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_boundary_bounded_497fce,0.8888065425798568,120009.62,120050.45,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_autonomy_bounded_72bafc,0.8802610678451013,120009.62,120063.29,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_autonomy_bounded_ab8b66,0.8907440919199128,120009.62,120078.17,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_ethics_forgetting_00f8ae,0.890538966346681,120009.62,120090.94,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_ethics_experience_accumulation_06b525,0.8882808078573103,120009.62,120091.28,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_influence_memory_cfff6f,0.8907440941423643,120009.62,120102.09,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_awareness_clarity_3ad314,0.8907440938779898,120009.62,120116.01,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_appears_autonomy_319e44,0.8873882809122184,120009.62,120133.43,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_bounded_coherence_786a0d,0.8899703722653896,120009.62,120146.74,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_carefully_coherence_7a9452,0.8907440934049116,120009.62,120159.23,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_bounded_coherence_5ce930,0.8907440843991015,120009.62,120174.31,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_bounded_coherence_4b5dfb,0.8907440843952272,120009.62,120174.65,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_appears_bounded_185278,0.8907440959667356,120009.62,120189.68,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_appears_attention_7cd736,0.8901896092655077,120009.62,120202.58,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_emerges_managed_fad4aa,0.8874745342815187,120009.62,120232.63,True,False
Emergent_ambiguity_attention_6ee88b,Emergent_contradiction_emerges_144bbe,0.8903365679742048,120009.62,120232.97,True,False
