source,target,weight,src_ts,dst_ts,is_older_to_newer,is_newer_to_older
Emergent_attention_awareness_75d325,Emergent_anticipation_awareness_450e7c,0.9921724525656339,70008.45,70008.79,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_ambiguity_a83b10,0.9921724525280755,70008.45,70020.05,True,False
Emergent_attention_awareness_75d325,Emergent_ambiguity_analogy_5808ce,0.9921724525274169,70008.45,70020.39,True,False
Emergent_attention_awareness_75d325,Emergent_ambiguity_analogy_8651fe,0.9921724525769438,70008.45,70045.71,True,False
Emergent_attention_awareness_75d325,Emergent_ambiguity_bounded_3894a5,0.9921724525662752,70008.45,70055.97,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_anticipation_3cf9e4,0.991497412154154,70008.45,70070.53,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_attention_a50540,0.9921724521559543,70008.45,70081.7,True,False
Emergent_attention_awareness_75d325,Emergent_carefully_coherence_6373e7,0.9921360280365741,70008.45,70082.04,True,False
Emergent_attention_awareness_75d325,Emergent_anticipation_boundary_a5dcee,0.9921724521491155,70008.45,70091.93,True,False
Emergent_attention_awareness_75d325,Emergent_constraint_contradiction_8d2c9c,0.9918523697050721,70008.45,70104.93,True,False
Emergent_attention_awareness_75d325,Emergent_bounded_coherence_a2e9f5,0.9921724527774582,70008.45,70120.61,True,False
Emergent_attention_awareness_75d325,Emergent_appears_asymmetry_8ccc17,0.9921724519115342,70008.45,70135.74,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_appears_ce8722,0.9921724528710738,70008.45,70147.95,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_carefully_a0ed61,0.9921724494810134,70008.45,70162.34,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_autonomy_c124af,0.9921724538966175,70008.45,70176.85,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_carefully_dedeae,0.9921724538966175,70008.45,70177.19,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_ambiguity_353967,0.99217245351894,70008.45,70192.29,True,False
Emergent_attention_awareness_75d325,Emergent_appears_asymmetry_8dba4c,0.9921724528894771,70008.45,70208.37,True,False
Emergent_attention_awareness_75d325,Emergent_appears_asymmetry_9e9e75,0.9914774201715757,70008.45,70221.09,True,False
Emergent_attention_awareness_75d325,Emergent_bounded_contradiction_d8e7d7,0.992172448424598,70008.45,70234.0,True,False
Emergent_attention_awareness_75d325,Emergent_attention_bounded_c919d0,0.9921724485423644,70008.45,70234.34,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_collective_461851,0.9921724525822033,70008.45,70250.32,True,False
Emergent_attention_awareness_75d325,Emergent_constraint_coupling_2bd0bf,0.9921724554393183,70008.45,70298.87,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_bounded_77e339,0.9921724522291111,70008.45,70315.5,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_analogy_1639a2,0.9921724476431009,70008.45,70332.51,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_appears_18b183,0.9921724476431009,70008.45,70332.85,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_constraint_75e1d0,0.9921724410916577,70008.45,70349.24,True,False
Emergent_attention_awareness_75d325,Emergent_belief_revision_clarity_6ff780,0.9921724301725858,70008.45,70364.52,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_analogy_a99238,0.9917419623274277,70008.45,70379.98,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_autonomy_581819,0.9914732625458726,70008.45,70395.88,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_collective_b1eda1,0.9920752517764291,70008.45,70410.14,True,False
Emergent_attention_awareness_75d325,Emergent_belief_revision_bounded_6c1d78,0.9921721095078697,70008.45,70441.27,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_attention_ca8b9f,0.9917121149771431,70008.45,70473.6,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_autonomy_2771b0,0.9921724919781323,70008.45,70492.35,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_autonomy_a3a02c,0.9921725143005902,70008.45,70509.74,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_attention_3c3dd6,0.9919152984218316,70008.45,70527.58,True,False
Emergent_attention_awareness_75d325,Emergent_appears_asymmetry_ecd8f7,0.9921712864336023,70008.45,70580.54,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_autonomy_2be585,0.9917323977392107,70008.45,70628.87,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_autonomy_fb4c5a,0.9921724812984274,70008.45,70646.8,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_contradiction_5c7672,0.9921715153267008,70008.45,70663.94,True,False
Emergent_attention_awareness_75d325,Emergent_anticipation_contradiction_81226c,0.9921715153267008,70008.45,70664.28,True,False
Emergent_attention_awareness_75d325,Emergent_feedback_identity_129d8f,0.9921678658889925,70008.45,70717.68,True,False
Emergent_attention_awareness_75d325,Emergent_abstraction_analogy_82c26e,0.9921371301410176,70008.45,70737.2,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_bounded_185c87,0.992023585576117,70008.45,70812.14,True,False
Emergent_attention_awareness_75d325,Emergent_attention_carefully_f521e2,0.9922196876812417,70008.45,70867.72,True,False
Emergent_attention_awareness_75d325,Emergent_carefully_cognition_d8aefa,0.9922196876812417,70008.45,70868.06,True,False
Emergent_attention_awareness_75d325,Emergent_bounded_contradiction_fc87f1,0.9921854909956855,70008.45,70884.61,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_carefully_659b9f,0.9911014766592059,70008.45,70905.03,True,False
Emergent_attention_awareness_75d325,Emergent_anticipation_appears_dac47e,0.9915998514374269,70008.45,70924.61,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_chaos_1ab952,0.991953097921753,70008.45,70963.32,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_bounded_72bafc,0.9917251192440026,70008.45,70983.91,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_anticipation_7d7764,0.9884788312320607,70008.45,71003.07,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_chaos_8f3c3f,0.9883025381859329,70008.45,71003.41,True,False
Emergent_attention_awareness_75d325,Emergent_analogy_anticipation_138cb7,0.9922615496287215,70008.45,71041.6,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_bounded_94d9e2,0.9915203465248656,70008.45,71062.84,True,False
Emergent_attention_awareness_75d325,Emergent_autonomy_clarity_d6bec2,0.9768071996179746,70008.45,71084.59,True,False
