source,target,weight,src_ts,dst_ts,is_older_to_newer,is_newer_to_older
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_ambiguity_5c1c4f,0.8934476202623789,100009.2,100022.18,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_belief_revision_4c4fe5,0.8902976483646421,100009.2,100033.6,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_chaos_27df09,0.9014522770517968,100009.2,100043.88,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_belief_revision_coherence_d2f294,0.8971621400090892,100009.2,100059.82,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_belief_revision_cascade_5089c2,0.8761217664325289,100009.2,100060.16,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_coherence_717f45,0.8922837439809934,100009.2,100073.44,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_8ccc17,0.8760742218167916,100009.2,100089.52,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_collective_6a047d,0.8856439880097791,100009.2,100102.52,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_bounded_ab8b66,0.8656550269057159,100009.2,100116.77,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_anticipation_connection_828c09,0.8915307409358768,100009.2,100131.8,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_autonomy_5ae8f6,0.895298078818862,100009.2,100147.24,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_0715f8,0.8964548885250623,100009.2,100160.96,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_875f64,0.8985003156620857,100009.2,100161.3,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_bounded_c919d0,0.8855434173119712,100009.2,100172.78,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_awareness_bounded_b84b06,0.8953279667451599,100009.2,100184.78,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_constraint_617795,0.8909388566944276,100009.2,100198.3,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_ecd8f7,0.8844179890365569,100009.2,100211.71,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_8dba4c,0.8891551993119675,100009.2,100226.42,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_ethical_0020f6,0.8941735466885694,100009.2,100237.53,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_ethical_identity_5da0bb,0.8978859418840124,100009.2,100237.87,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_awareness_bounded_7edeab,0.8964986194731763,100009.2,100250.42,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_bounded_52b815,0.8773418319265334,100009.2,100250.76,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_awareness_bounded_e897ba,0.8877776981130325,100009.2,100263.62,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_appears_ce8722,0.8923652533773325,100009.2,100279.32,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_9e9e75,0.8761166261364735,100009.2,100293.74,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_carefully_dedeae,0.8901646141516544,100009.2,100307.54,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_ego_dissolution_emergence_from_interaction_c764c5,0.8783118932642204,100009.2,100319.63,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_equilibrium_hierarchy_d26d6a,0.8733977213662385,100009.2,100319.97,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_carefully_f79645,0.8728633178628458,100009.2,100335.02,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_ego_dissolution_425a2e,0.8833013492097963,100009.2,100351.16,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_equilibrium_28cfff,0.8748663306229731,100009.2,100351.5,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_ego_dissolution_71f91a,0.883681810044223,100009.2,100364.16,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_autonomy_37c4a5,0.87316641687696,100009.2,100409.14,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_awareness_cd1340,0.8801672226640722,100009.2,100424.68,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_carefully_a0ed61,0.880552896178129,100009.2,100442.45,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_carefully_coherence_19463a,0.8787236879462217,100009.2,100442.79,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_autonomy_3ef5e3,0.8912048810438846,100009.2,100460.44,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_autonomy_a1d776,0.8960509020982732,100009.2,100460.78,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_awareness_5f6519,0.8804719672759465,100009.2,100475.06,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_equilibrium_identity_eb8211,0.8886634533680116,100009.2,100475.4,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_bounded_72bafc,0.8935006557114542,100009.2,100493.65,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_awareness_135ecc,0.8874805078221542,100009.2,100511.78,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_autonomy_d2ad9b,0.8919122024673101,100009.2,100530.38,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_collective_4a8f61,0.8940880282239176,100009.2,100545.66,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_collective_b1eda1,0.894571162370289,100009.2,100576.16,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_carefully_coherence_6d638a,0.8726145651784925,100009.2,100613.59,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_awareness_carefully_9c1d55,0.8905522825604162,100009.2,100613.93,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_autonomy_awareness_201a67,0.8788048767007846,100009.2,100650.06,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_attention_autonomy_af7c63,0.8817656684441599,100009.2,100650.4,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_coherence_3cb354,0.8984402266899354,100009.2,100668.37,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_bounded_coherence_7a6cb5,0.8857660521960942,100009.2,100668.71,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_autonomy_c124af,0.8712872385942474,100009.2,100688.11,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_appears_asymmetry_2723fa,0.8914171049332276,100009.2,100747.22,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_abstraction_identity_7c6ba9,0.8895901665388846,100009.2,100802.48,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_connection_dependency_089968,0.8713696563063826,100009.2,100842.09,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_connection_contradiction_52dd1b,0.8810758173845283,100009.2,100862.51,True,False
Emergent_ambiguity_autonomy_aa5a3c,Emergent_constraint_emergence_180017,0.8825214080025849,100009.2,100960.44,True,False
